surah,ayah,latin_iast,latin_ascii
61,7,ye vyakti āllāha samvandhe mithyā racanā kare tāra apekṣā adhika jālima āra ke? athaca tāke isalāmera dike āhvāna karā haẏa; āllāha jālima sampradāẏake satpathe paricālita karena nā.,ye vyakti allaha samvandhe mithya racana kare tara apeksa adhika jalima ara key athaca take isalamera dike ahvana kara haya; allaha jalima sampradayake satpathe paricalita karena na.
61,8,tārā āllāhara nūra tādera mukhera phu~tkāre nibhiẏe dite cāẏa; kintu āllāha tā~ra nūrake paripūrṇa karavenai yadio kāphirarā tā apachanda kare.,tara allahara nura tadera mukhera phu~tkare nibhiye dite caya; kintu allaha ta~ra nurake paripurna karavenai yadio kaphirara ta apachanda kare.
61,9,"tinii tā~ra rāsūlake preraṇa karechena hidāẏāta evaṃ satya dīnasaha sakala dīnera opara tāke vijaẏī karāra janya, yadio muśarikarā tā apachanda kare.","tinii ta~ra rasulake prerana karechena hidayata evam satya dinasaha sakala dinera opara take vijayi karara janya, yadio musarikara ta apachanda kare."
61,10,he mu’minagaṇa! āmi ki tomāderake emana vāṇijyera sandhāna deva yā tomāderake rakṣā karave yantraṇādāẏaka śāsti hate?,he mu’minagana! ami ki tomaderake emana vanijyera sandhana deva ya tomaderake raksa karave yantranadayaka sasti hatey
61,11,(tā ei ye) tomarā āllāha o tā~ra rāsūlera prati viśvāsa sthāpana karave evaṃ tomādera dhana-sampada o jīvana dvārā āllāhara pathe jihāda karave. eṭāi tomādera janya śreṣṭhatama yadi tomarā jānate!,(ta ei ye) tomara allaha o ta~ra rasulera prati visvasa sthapana karave evam tomadera dhana-sampada o jivana dvara allahara pathe jihada karave. etai tomadera janya sresthatama yadi tomara janate!
61,12,tini (āllāha) tomādera pāpa rāśi kṣamā kare devena evaṃ tomāderake praveśa karāvena emana jānnāte yāra taladeśe nadīsamūha pravāhita haẏa evaṃ sthāẏī jānnātera uttama vāsagṛhe. eṭāi mahā sāphalya.,tini (allaha) tomadera papa rasi ksama kare devena evam tomaderake pravesa karavena emana jannate yara taladese nadisamuha pravahita haya evam sthayi jannatera uttama vasagrhe. etai maha saphalya.
61,13,"tini ārao dāna karavena yā tomarā pachanda kara (tāhala) āllāhara sāhāyya o āsanna vijaẏa, mu’minaderake era susaṃvāda dāo.","tini arao dana karavena ya tomara pachanda kara (tahala) allahara sahayya o asanna vijaya, mu’minaderake era susamvada dao."
61,14,"he mu’minagaṇa! āllāhara dīnera sāhāyyakārī hao, yemana māraiẏāma putra īsā valechila, hāoẏārīdera uddeśye āllahara pathe ke āmāra sāhāyyakārī have? hāoẏārīgaṇa valechila : āmarāi to āllāhara pathe sāhāyyakārī. ataḥpara vānī isarāīlera ekadala īmāna ānala evaṃ ekadala kupharī karala. pare āmi mu’minaderake śaktiśālī karalāma tādera śatrudera mukāvilāẏa; phale tārā vijaẏī hala.","he mu’minagana! allahara dinera sahayyakari hao, yemana maraiyama putra isa valechila, haoyaridera uddesye allahara pathe ke amara sahayyakari havey haoyarigana valechila : amarai to allahara pathe sahayyakari. atahpara vani isarailera ekadala imana anala evam ekadala kuphari karala. pare ami mu’minaderake saktisali karalama tadera satrudera mukavilaya; phale tara vijayi hala."
62,1,"ākāśasamūha o pṛthivīte yā kichu āche savakichui pavitratā o mahimā ghoṣaṇā kare āllāhara, yini mahā adhipati, mahā pavitra, parākramaśālī, prajñāmaẏa.","akasasamuha o prthivite ya kichu ache savakichui pavitrata o mahima ghosana kare allahara, yini maha adhipati, maha pavitra, parakramasali, prajnamaya."
62,2,"tinii ummīdera (nirakṣara jātira) madhye tādera ekajanake pāṭhiẏechena rāsūlarūpe, yini tādera nikaṭa telāoẏāta karena tā~ra āẏātasamūha, tāderake pavitra karena evaṃ śikṣā dena kitāva o hikamāta (sunnāta); yadio itipūrve tārā chila spaṣṭa gomarāhīte.","tinii ummidera (niraksara jatira) madhye tadera ekajanake pathiyechena rasularupe, yini tadera nikata telaoyata karena ta~ra ayatasamuha, taderake pavitra karena evam siksa dena kitava o hikamata (sunnata); yadio itipurve tara chila spasta gomarahite."
62,3,"āra (tā~ke pāṭhāna haẏeche) tādera anyānyera janyao yārā ekhano tādera sāthe milita haẏani. āllāha parākramaśālī, prajñāmaẏa.","ara (ta~ke pathana hayeche) tadera anyanyera janyao yara ekhano tadera sathe milita hayani. allaha parakramasali, prajnamaya."
62,4,"eṭā āllāharai anugraha, yāke icchā tini tā dāna karena. āllāha to mahā anugrahaśīla.","eta allaharai anugraha, yake iccha tini ta dana karena. allaha to maha anugrahasila."
62,5,"yādera opara tāorātera dāẏitvabhāra arpaṇa karā haẏechila, ataḥpara tā tārā vahana kareni, tādera dṛṣṭānta kitāvasamūha vahanakārī gādhāra nyāẏa. kata nikṛṣṭa sei sampradāẏera dṛṣṭānta yārā āllāhara āẏātasamūhake mithyā pratipanna kare, āllāha atyācārī sampradāẏake satpathe paricālita karena nā.","yadera opara taoratera dayitvabhara arpana kara hayechila, atahpara ta tara vahana kareni, tadera drstanta kitavasamuha vahanakari gadhara nyaya. kata nikrsta sei sampradayera drstanta yara allahara ayatasamuhake mithya pratipanna kare, allaha atyacari sampradayake satpathe paricalita karena na."
62,6,"vala: he iẏāhūdīgaṇa! yadi tomarā mane kara ye, tomarāi āllāhara vandhu, anya kona mānuṣa naẏa; tave tomarā mṛtyu kāmanā kara yadi tomarā satyavādī hao.","vala: he iyahudigana! yadi tomara mane kara ye, tomarai allahara vandhu, anya kona manusa naya; tave tomara mrtyu kamana kara yadi tomara satyavadi hao."
62,7,kintu tādera hasta yā pūrve preraṇa kareche tāra kāraṇe tārā kakhano mṛtyu kāmanā karave nā. āllāha jālimadera samparke samyaka avagata.,kintu tadera hasta ya purve prerana kareche tara karane tara kakhano mrtyu kamana karave na. allaha jalimadera samparke samyaka avagata.
62,8,"vala: tomarā ye mṛtyu hate palāẏana kara sei mṛtyu avaśyai tomādera sāthe sākṣāta karave. ataḥpara tomāderake hājira karā have adṛśya o dṛśyera parijñātā āllāhara nikaṭa, ataḥpara tini tomāderake jāniẏe devena yā tomarā karate.","vala: tomara ye mrtyu hate palayana kara sei mrtyu avasyai tomadera sathe saksata karave. atahpara tomaderake hajira kara have adrsya o drsyera parijnata allahara nikata, atahpara tini tomaderake janiye devena ya tomara karate."
62,9,"he mu’minagaṇa! jumu‘āra dine yakhana sālātera janya āhvāna (āyāna pradāna) karā have takhana tomarā āllāhara smaraṇe dhāvita hao evaṃ kraẏa-vikraẏa tyāga kara, eṭāi tomādera janya śreẏa yadi tomarā upalavdhi kara.","he mu’minagana! jumu‘ara dine yakhana salatera janya ahvana (ayana pradana) kara have takhana tomara allahara smarane dhavita hao evam kraya-vikraya tyaga kara, etai tomadera janya sreya yadi tomara upalavdhi kara."
62,10,sālāta samāpta hale tomarā pṛthivīte char̤iẏe par̤a evaṃ āllāhara anugraha sandhāna kara o āllāhake adhika smaraṇa kara yāte tomarā saphalakāma hate pāra.,salata samapta hale tomara prthivite chariye para evam allahara anugraha sandhana kara o allahake adhika smarana kara yate tomara saphalakama hate para.
62,11,yakhana tārā kona kraẏa-vikraẏa vā khela-tāmāśā dekhe takhana tārā tomāke dā~r̤āno avasthāẏa rekhe sedike chuṭe yāẏa. vala : āllāhara nikaṭa yā āche tā khela-tāmāśā o kraẏa-vikraẏa apekṣā utkṛṣṭa. āllāha sarvaśreṣṭha riyikadātā.,yakhana tara kona kraya-vikraya va khela-tamasa dekhe takhana tara tomake da~rano avasthaya rekhe sedike chute yaya. vala : allahara nikata ya ache ta khela-tamasa o kraya-vikraya apeksa utkrsta. allaha sarvasrestha riyikadata.
63,1,"yakhana munāphikarā tomāra nikaṭa āse takhana tārā vale : āmarā sākṣya dicchi ye, tumi niścaẏai āllāhara rāsūla. āllāha jānena ye, tumi niścaẏai tā~ra rāsūla evaṃ āllāha sākṣya dicchena ye, munāphikarā avaśyai mithyāvādī.","yakhana munaphikara tomara nikata ase takhana tara vale : amara saksya dicchi ye, tumi niscayai allahara rasula. allaha janena ye, tumi niscayai ta~ra rasula evam allaha saksya dicchena ye, munaphikara avasyai mithyavadi."
63,2,tārā tādera śapathaguloke ḍhālasvarūpa vyavahāra kare āra e upāẏe mānuṣake āllāhara patha theke vādhā deẏa. tārā yā karache tā katai nā manda.,tara tadera sapathaguloke dhalasvarupa vyavahara kare ara e upaye manusake allahara patha theke vadha deya. tara ya karache ta katai na manda.
63,3,"eṭā ejanya ye, tārā īmāna ānāra para kupharī kareche, phale tādera hṛdaẏe mohara mere deoẏā haẏeche. ataeva tārā kichui vujhe nā.","eta ejanya ye, tara imana anara para kuphari kareche, phale tadera hrdaye mohara mere deoya hayeche. ataeva tara kichui vujhe na."
63,4,"tumi yakhana tāderake dekhave takhana tādera daihika gaṭhana tomāke āścaryānvita kare evaṃ tārā yakhana kathā vale takhana tumi (āgrahera sāthe) tādera kathā śravaṇa kara, yena tārā deoẏāle ṭhekāno kāṭhera stambha sadṛśa; tārā ye kona var̤a āoẏājake tāderai viruddhe mane kare. tārāi śatru, ataeva tādera samparke satarka hao, āllāha tāderake dhvaṃsa karuna! tāderake kibhāve (satpatha theke) phiriẏe neẏā hacche?","tumi yakhana taderake dekhave takhana tadera daihika gathana tomake ascaryanvita kare evam tara yakhana katha vale takhana tumi (agrahera sathe) tadera katha sravana kara, yena tara deoyale thekano kathera stambha sadrsa; tara ye kona vara aoyajake taderai viruddhe mane kare. tarai satru, ataeva tadera samparke satarka hao, allaha taderake dhvamsa karuna! taderake kibhave (satpatha theke) phiriye neya hacchey"
63,5,"yakhana tāderake valā haẏa : tomarā eso, āllāhara rāsūla tomādera janya kṣamā prārthanā karavena, takhana tārā māthā phiriẏe neẏa evaṃ tumi tāderake dekhate pāo ye, tārā ahaṃkāra karataḥ phire yāẏa.","yakhana taderake vala haya : tomara eso, allahara rasula tomadera janya ksama prarthana karavena, takhana tara matha phiriye neya evam tumi taderake dekhate pao ye, tara ahamkara karatah phire yaya."
63,6,"tumi tādera janya kṣamā prārthanā kara athavā nā kara, ubhaẏai tādera janya samāna. āllāha tāderake kakhano kṣamā karavena nā. āllāha phāseka sampradāẏake hidāẏāta dāna karena nā.","tumi tadera janya ksama prarthana kara athava na kara, ubhayai tadera janya samana. allaha taderake kakhano ksama karavena na. allaha phaseka sampradayake hidayata dana karena na."
63,7,"orā to tārāi yārā vale : āllāhara rāsūlera nikaṭa yārā āche tādera janya vyaẏa kara nā, yatakṣaṇa nā tārā sare par̤e. ākāśasamūha o pṛthivīra dhana-bhāṇḍāra to āllāharai; kintu munāphikarā tā vujhe nā.","ora to tarai yara vale : allahara rasulera nikata yara ache tadera janya vyaya kara na, yataksana na tara sare pare. akasasamuha o prthivira dhana-bhandara to allaharai; kintu munaphikara ta vujhe na."
63,8,"tārā vale : āmarā yadi madīnāẏa pratyāvartana kari, tave sekhāna hate sammānitarā avaśyai hīnaderake vahiskāra karave; kintu māna-sammāna to āllāharai, tā~ra rāsūla o mu’minadera; kintu munāphikarā tā jāne nā.","tara vale : amara yadi madinaya pratyavartana kari, tave sekhana hate sammanitara avasyai hinaderake vahiskara karave; kintu mana-sammana to allaharai, ta~ra rasula o mu’minadera; kintu munaphikara ta jane na."
63,9,he mu’minagaṇa! tomādera dhana-sampada o santāna-santati yena tomāderake āllāhara smaraṇa hate udāsīna nā kare - yārā emana karave (udāsīna have) tārāi to kṣatigrasta.,he mu’minagana! tomadera dhana-sampada o santana-santati yena tomaderake allahara smarana hate udasina na kare - yara emana karave (udasina have) tarai to ksatigrasta.
63,10,"āmi tomāderake ye riyika diẏechi tomarā tā hate vyaẏa kara tomādera kāro mṛtyu āsāra pūrve; (anyathāẏa mṛtyu āsale se valave,) he āmāra pratipālaka! āmāke āro kichu kālera janya kena avakāśa dāo nā? tāhale āmi sadakā karatāma evaṃ satkarmaśīladera antarbhukta hatāma.","ami tomaderake ye riyika diyechi tomara ta hate vyaya kara tomadera karo mrtyu asara purve; (anyathaya mrtyu asale se valave,) he amara pratipalaka! amake aro kichu kalera janya kena avakasa dao nay tahale ami sadaka karatama evam satkarmasiladera antarbhukta hatama."
63,11,"nirdhārita kāla yakhana upasthita have, takhana āllāha kāukeo avakāśa devena nā. tomarā yā kara āllāha se samvandhe saviśeṣa avahita.","nirdharita kala yakhana upasthita have, takhana allaha kaukeo avakasa devena na. tomara ya kara allaha se samvandhe savisesa avahita."
64,1,"ākāśasamūha o pṛthivīte yā kichu āche savai āllāhara pavitratā o mahimā ghoṣaṇā kare, kartṛtva tā~rai evaṃ samasta praśaṃsā tā~rai, tini sarvaviṣaẏe sarvaśaktimāna.","akasasamuha o prthivite ya kichu ache savai allahara pavitrata o mahima ghosana kare, kartrtva ta~rai evam samasta prasamsa ta~rai, tini sarvavisaye sarvasaktimana."
64,2,"tinii tomāderake sṛṣṭi karechena, ataḥpara tomādera madhye keu haẏa kāphira evaṃ keu haẏa mu’mina. tomarā yā kara āllāha tāra samyaka draṣṭā.","tinii tomaderake srsti karechena, atahpara tomadera madhye keu haya kaphira evam keu haya mu’mina. tomara ya kara allaha tara samyaka drasta."
64,3,"tini sṛṣṭi karechena ākāśasamūha o pṛthivī yathāyathabhāve evaṃ tomāderake ākṛti dāna karechena, ati sundara karechena tomādera ākṛti āra pratyāvartana to tā~rai dike.","tini srsti karechena akasasamuha o prthivi yathayathabhave evam tomaderake akrti dana karechena, ati sundara karechena tomadera akrti ara pratyavartana to ta~rai dike."
64,4,ākāśasamūha o pṛthivīte yā kichu āche savai tini jānena evaṃ tini jānena tomarā yā gopana kara o tomarā yā prakāśa kara evaṃ āllāha antaryāmī.,akasasamuha o prthivite ya kichu ache savai tini janena evam tini janena tomara ya gopana kara o tomara ya prakasa kara evam allaha antaryami.
64,5,tomādera nikaṭa ki pau~cheni pūrvavartī kāphiradera khavara? tārā tādera karmera manda phala āsvādana karechila evaṃ tādera janya raẏeche yantraṇādāẏaka śāsti.,tomadera nikata ki pau~cheni purvavarti kaphiradera khavaray tara tadera karmera manda phala asvadana karechila evam tadera janya rayeche yantranadayaka sasti.
64,6,"tā ejanya ye, tādera nikaṭa tādera rāsūlagaṇa spaṣṭa nidarśanāvalīsaha āsatena; takhana tārā valata : mānuṣai ki āmāderake pathera sandhāna deve? ataḥpara tārā kupharī karala o mukha phiriẏe nilo; kintu ete āllāhara kichu yāẏa āse nā. āra āllāha amukhāpekṣī, praśaṃsita.","ta ejanya ye, tadera nikata tadera rasulagana spasta nidarsanavalisaha asatena; takhana tara valata : manusai ki amaderake pathera sandhana devey atahpara tara kuphari karala o mukha phiriye nilo; kintu ete allahara kichu yaya ase na. ara allaha amukhapeksi, prasamsita."
64,7,"kāphirarā dhāraṇā kare ye, tārā kakhano punarutthita have nā. vala : niścaẏai have, āmāra pratipālakera śapatha! tomarā avaśyai punarutthita have. ataḥpara tomarā yā karate tomāderake se samvandhe avaśyai avahita karā have. eṭā āllāhara pakṣe ati sahaja.","kaphirara dharana kare ye, tara kakhano punarutthita have na. vala : niscayai have, amara pratipalakera sapatha! tomara avasyai punarutthita have. atahpara tomara ya karate tomaderake se samvandhe avasyai avahita kara have. eta allahara pakse ati sahaja."
64,8,ataeva tomarā āllāha o tā~ra rāsūla evaṃ ye jyoti āmi avatīrṇa karechi tāte viśvāsa sthāpana kara. tomādera kṛtakarma samparke āllāha saviśeṣa avahita.,ataeva tomara allaha o ta~ra rasula evam ye jyoti ami avatirna karechi tate visvasa sthapana kara. tomadera krtakarma samparke allaha savisesa avahita.
64,9,"(smaraṇa kara,) yedina tini tomāderake samaveta karavena samāveśa divase sedina have lābha lokasānera dina. ye vyakti āllāhara prati viśvāsa rākhe o satkarma kare tini tāra pāparāśi mocana karavena evaṃ tāke praveśa karāvena jānnāte yāra taladeśe nadīsamūha pravāhita haẏa; sekhāne tārā have cirasthāẏī. eṭāi mahā sāphalya.","(smarana kara,) yedina tini tomaderake samaveta karavena samavesa divase sedina have labha lokasanera dina. ye vyakti allahara prati visvasa rakhe o satkarma kare tini tara paparasi mocana karavena evam take pravesa karavena jannate yara taladese nadisamuha pravahita haya; sekhane tara have cirasthayi. etai maha saphalya."
64,10,"āra yārā kupharī kare evaṃ āmāra nidarśanasamūhake mithyā pratipanna kare tārāi jāhānnāmera adhivāsī, sekhāne tārā sthāẏī have. katai nā manda ai sava pratyāvartana sthala.","ara yara kuphari kare evam amara nidarsanasamuhake mithya pratipanna kare tarai jahannamera adhivasi, sekhane tara sthayi have. katai na manda ai sava pratyavartana sthala."
64,11,āllāhara anumati vyatīta kona vipadai āpatita haẏa nā evaṃ ye āllāhake viśvāsa kare tini tāra antarake supathe paricālita karena. āllāha sarvaviṣaẏe sarvajña.,allahara anumati vyatita kona vipadai apatita haya na evam ye allahake visvasa kare tini tara antarake supathe paricalita karena. allaha sarvavisaye sarvajna.
64,12,"tomarā āllāhara ānugatya kara evaṃ tā~ra rāsūlera ānugatya kara, yadi tomarā mukha phiriẏe nāo, tave āmāra rāsūlera dāẏitva śudhu spaṣṭabhāve pracāra karā.","tomara allahara anugatya kara evam ta~ra rasulera anugatya kara, yadi tomara mukha phiriye nao, tave amara rasulera dayitva sudhu spastabhave pracara kara."
64,13,"āllāha, tini vyatīta satyikāra kona mā‘vūda nei; sutarāṃ mu’minarā yena āllāhara oparai nirbhara kare.","allaha, tini vyatita satyikara kona ma‘vuda nei; sutaram mu’minara yena allahara oparai nirbhara kare."
64,14,"he mu’minagaṇa! tomādera strī o santāna-santatira madhye keu keu tomādera śatru, ataeva tādera samparke tomarā satarka hao. tomarā yadi tāderake mārjanā kara, tādera doṣa-truṭi upekṣā kara evaṃ tāderake kṣamā kara, tave jene rekha ye, āllāha kṣamāśīla, parama daẏālu.","he mu’minagana! tomadera stri o santana-santatira madhye keu keu tomadera satru, ataeva tadera samparke tomara satarka hao. tomara yadi taderake marjana kara, tadera dosa-truti upeksa kara evam taderake ksama kara, tave jene rekha ye, allaha ksamasila, parama dayalu."
64,15,niścaẏai tomādera dhana-sampada o santāna-santati tomādera janya parīkṣā : āllāharai nikaṭa raẏeche mahā pratidāna.,niscayai tomadera dhana-sampada o santana-santati tomadera janya pariksa : allaharai nikata rayeche maha pratidana.
64,16,"ataeva tomarā āllāhake yathāsādhya bhaẏa kara, śona, ānugatya kara o vyaẏa kara tomādera nijederai kalyāṇe, yārā antarera kārpaṇya hate mukta, tārāi saphalakāma.","ataeva tomara allahake yathasadhya bhaya kara, sona, anugatya kara o vyaya kara tomadera nijederai kalyane, yara antarera karpanya hate mukta, tarai saphalakama."
64,17,"yadi tomarā āllāhake uttama ṛṇa dāna kara tave tini tomādera janya tā vahu guṇe vṛddhi karavena evaṃ tini tomāderake kṣamā karavena. āllāha guṇagrāhī, sahanaśīla.","yadi tomara allahake uttama rna dana kara tave tini tomadera janya ta vahu gune vrddhi karavena evam tini tomaderake ksama karavena. allaha gunagrahi, sahanasila."
64,18,"tini dṛśya o adṛśyera parijñātā, parākramaśālī, prajñāmaẏa.","tini drsya o adrsyera parijnata, parakramasali, prajnamaya."
65,1,"he nāvī! tomarā yakhana tomādera strīderake tvālāka dite icchā kara tave tāderake tvālāka diẏo iddatera prati lakṣya rekhe, evaṃ iddatera hisāva rekho evaṃ tomādera pratipālaka āllāhake bhaẏa kara; tomarā tāderake tādera vāsagṛha hate vera kare dio nā evaṃ tārāo yena vera nā haẏa, yadi nā tārā lipta haẏa spaṣṭa aślīlatāẏa; egulo āllāhara vidhāna; ye āllāhara vidhāna laṅghana kare se nijera oparai juluma kare. tumi jāna nā, haẏato āllāha era para kona upāẏa vera kare devena.","he navi! tomara yakhana tomadera striderake tvalaka dite iccha kara tave taderake tvalaka diyo iddatera prati laksya rekhe, evam iddatera hisava rekho evam tomadera pratipalaka allahake bhaya kara; tomara taderake tadera vasagrha hate vera kare dio na evam tarao yena vera na haya, yadi na tara lipta haya spasta aslilataya; egulo allahara vidhana; ye allahara vidhana langhana kare se nijera oparai juluma kare. tumi jana na, hayato allaha era para kona upaya vera kare devena."
65,2,yakhana tārā tādera iddata śeṣa karāra nikaṭavartī haẏa takhana tomarā haẏa yathāvidhi tāderake (strī hisāve) rekhe dāo āra nā haẏa tāderake yathāvidhi vicchinna kare dāo evaṃ tomādera madhya hate dui jana nyāẏaparāẏaṇa lokake sākṣī rākha; tomarā āllāhara uddeśye saṭhika sākṣī diẏo. eṭā dvārā tomādera madhye ye āllāha o ākhirāte viśvāsa kare tāke upadeśa deoẏā hacche. ye āllāhake bhaẏa kare tini tāra janya muktira patha vera kare devena.,yakhana tara tadera iddata sesa karara nikatavarti haya takhana tomara haya yathavidhi taderake (stri hisave) rekhe dao ara na haya taderake yathavidhi vicchinna kare dao evam tomadera madhya hate dui jana nyayaparayana lokake saksi rakha; tomara allahara uddesye sathika saksi diyo. eta dvara tomadera madhye ye allaha o akhirate visvasa kare take upadesa deoya hacche. ye allahake bhaya kare tini tara janya muktira patha vera kare devena.
65,3,"āra tāke tāra dhāraṇātīta utsa hate dāna karavena riyika; ye vyakti āllāhara opara nirbhara kare tāra janya āllāhai yatheṣṭa, āllāha svīẏa kāja pūrṇa karavenai. āllāha savakichura janya sthira karechena nirdiṣṭa mātrā.","ara take tara dharanatita utsa hate dana karavena riyika; ye vyakti allahara opara nirbhara kare tara janya allahai yathesta, allaha sviya kaja purna karavenai. allaha savakichura janya sthira karechena nirdista matra."
65,4,"tomādera yesava strīra ṛtuvatī havāra āśā nei tādera iddata samparke tomarā sandeha karale tādera iddatakāla have tina māsa evaṃ yādera ekhano ṛtukāla śuru haẏani tāderao (tina māsa iddata), evaṃ garbhavatī nārīdera iddatakāla santāna prasava paryanta. āllāhake ye bhaẏa kare āllāha tāra kāja-karma sahaja kare devena.","tomadera yesava strira rtuvati havara asa nei tadera iddata samparke tomara sandeha karale tadera iddatakala have tina masa evam yadera ekhano rtukala suru hayani taderao (tina masa iddata), evam garbhavati naridera iddatakala santana prasava paryanta. allahake ye bhaya kare allaha tara kaja-karma sahaja kare devena."
65,5,eṭā āllāhara vidhāna yā tini tomādera prati avatīrṇa karechena; āllāhake ye bhaẏa kare tini tāra pāparāśi mocana karavena evaṃ tāke devena mahāpuraskāra.,eta allahara vidhana ya tini tomadera prati avatirna karechena; allahake ye bhaya kare tini tara paparasi mocana karavena evam take devena mahapuraskara.
65,6,"tomarā tomādera sāmarthya anuyāẏī ye sthāne vāsa kara (iddatakāle) tāderake se sthāne vāsa karate diẏo; tāderake kaṣṭa dio nā saṃkaṭe phelāra janya, tārā garbhavatī thākale santāna prasava haoẏā paryanta tādera janya vyaẏa karave, yadi tārā tomādera santānaderake stanyadāna kare tave tāderake pāriśramika dāo evaṃ e vyāpāre tomarā saṅgatabhāve nijedera madhye parāmarśa kara; tomarā yadi nija nija dāvīte anamanīẏa hao tāhale anya nārī tāra pakṣe stanya dāna karave.","tomara tomadera samarthya anuyayi ye sthane vasa kara (iddatakale) taderake se sthane vasa karate diyo; taderake kasta dio na samkate phelara janya, tara garbhavati thakale santana prasava haoya paryanta tadera janya vyaya karave, yadi tara tomadera santanaderake stanyadana kare tave taderake parisramika dao evam e vyapare tomara sangatabhave nijedera madhye paramarsa kara; tomara yadi nija nija davite anamaniya hao tahale anya nari tara pakse stanya dana karave."
65,7,sāmarthyavāna nija sāmarthya anuyāẏī vyaẏa karave evaṃ yāra jīvanopakaraṇa sīmita se āllāha yā dāna karechena tā hate vyaẏa karave. āllāha yāke ye sāmarthya diẏechena tadapekṣā atirikta vojhā tini tāra opara cāpāna nā. āllāha kaṣṭera para sahaja kare devena.,samarthyavana nija samarthya anuyayi vyaya karave evam yara jivanopakarana simita se allaha ya dana karechena ta hate vyaya karave. allaha yake ye samarthya diyechena tadapeksa atirikta vojha tini tara opara capana na. allaha kastera para sahaja kare devena.
65,8,kata janapada tādera pratipālakera o tā~ra rāsūladera nirdeśera viruddhācaraṇa karechila dambhabhare. phale āmi tādera nikaṭa hate kaṭhora hisāva niẏechilāma evaṃ tāderake kaṭhina āyāva diẏechilāma.,kata janapada tadera pratipalakera o ta~ra rasuladera nirdesera viruddhacarana karechila dambhabhare. phale ami tadera nikata hate kathora hisava niyechilama evam taderake kathina ayava diyechilama.
65,9,ataḥpara tārā tādera kṛtakarmera āyāva āsvādana karala; kṣatii chila tādera karmera pariṇāma.,atahpara tara tadera krtakarmera ayava asvadana karala; ksatii chila tadera karmera parinama.
65,10,"āllāha tādera janya kaṭhina śāsti prastuta kare rekhechena. ataeva he vodhasampanna vyaktigaṇa! tomarā āllāhake bhaẏa kara, yārā īmāna enecho. niścaẏai āllāha tomādera prati avatīrṇa karechena upadeśa-","allaha tadera janya kathina sasti prastuta kare rekhechena. ataeva he vodhasampanna vyaktigana! tomara allahake bhaya kara, yara imana enecho. niscayai allaha tomadera prati avatirna karechena upadesa-"
65,11,"preraṇa karechena emana eka rāsūla, yini tomādera nikaṭa āllāhara suspaṣṭa āẏātasamūha telāoẏāta karena, yārā mu’mina o satkarmaparāẏaṇa tāderake andhakāra hate ālote ānāra janya. ye vyakti āllāhara prati viśvāsa kare o satkarma kare tini tāke praveśa karāvena jānnāte, yāra taladeśa diẏe nadīsamūha pravāhita haẏa, sekhāne tārā cirasthāẏī have; āllāha tāke uttama riyika devena.","prerana karechena emana eka rasula, yini tomadera nikata allahara suspasta ayatasamuha telaoyata karena, yara mu’mina o satkarmaparayana taderake andhakara hate alote anara janya. ye vyakti allahara prati visvasa kare o satkarma kare tini take pravesa karavena jannate, yara taladesa diye nadisamuha pravahita haya, sekhane tara cirasthayi have; allaha take uttama riyika devena."
65,12,"āllāhai sṛṣṭi karechena sapta ākāśa evaṃ era anurūpa pṛthivī, ogulora madhye neme āse tā~ra nirdeśa; yāte tomarā jānate pāra ye, niścaẏai āllāha sarvaviṣaẏe sarvaśaktimāna evaṃ jñāne āllāha savakichui pariveṣṭana kare rekhechena.","allahai srsti karechena sapta akasa evam era anurupa prthivi, ogulora madhye neme ase ta~ra nirdesa; yate tomara janate para ye, niscayai allaha sarvavisaye sarvasaktimana evam jnane allaha savakichui parivestana kare rekhechena."
66,1,"he nāvī! āllāha tomāra janya yā hālāla karechena tumi tā hārāma karacha kena? tumi tomāra strīdera santuṣṭi cāo; āllāha kṣamāśīla, parama daẏālu.","he navi! allaha tomara janya ya halala karechena tumi ta harama karacha kenay tumi tomara stridera santusti cao; allaha ksamasila, parama dayalu."
66,2,"āllāha tomādera śapatha hate mukti lābhera vyavasthā karechena, āllāha tomādera sahāẏa; tini sarvajña, prajñāvāna.","allaha tomadera sapatha hate mukti labhera vyavastha karechena, allaha tomadera sahaya; tini sarvajna, prajnavana."
66,3,"(smaraṇa kara) yakhana nāvī tāra strīdera ekajanake gopane kichu valechilena. ataḥpara yakhana se tā anyake vale diẏechila evaṃ āllāha nāvī-ke tā jāniẏe diẏechilena, takhana nāvī ei viṣaẏe kichu prakāśa karalena evaṃ kichu gopana rākhalena, yakhana nāvī tā tā~ra sei strīke jānālena takhana se valala : ke āpanāke eṭā avahita karala? nāvī valalena : āmāke avahita karechena tini yini sarvajña, samyaka","(smarana kara) yakhana navi tara stridera ekajanake gopane kichu valechilena. atahpara yakhana se ta anyake vale diyechila evam allaha navi-ke ta janiye diyechilena, takhana navi ei visaye kichu prakasa karalena evam kichu gopana rakhalena, yakhana navi ta ta~ra sei strike janalena takhana se valala : ke apanake eta avahita karalay navi valalena : amake avahita karechena tini yini sarvajna, samyaka"
