key,surah,ayah,word,latin_iast,latin_ascii
23:80:6,23,80,6,āvartana,avartana
23:80:7,23,80,7,rātera,ratera
23:80:8,23,80,8,o dinera,o dinera
23:80:9,23,80,9,ki tavuo nā,ki tavuo na
23:80:10,23,80,10,tomarā vujhave,tomara vujhave
23:80:11,23,80,11,(80),(80)
23:81:1,23,81,1,varaṃ,varam
23:81:2,23,81,2,tārā vale,tara vale
23:81:3,23,81,3,temanai,temanai
23:81:4,23,81,4,yā,ya
23:81:5,23,81,5,valechileā,valechilea
23:81:6,23,81,6,pūrvavartīrā,purvavartira
23:81:7,23,81,7,(81),(81)
23:82:1,23,82,1,tārā vale,tara vale
23:82:2,23,82,2,"""ki yakhana","""ki yakhana"
23:82:3,23,82,3,āmarā mare yāvo,amara mare yavo
23:82:4,23,82,4,o āmarā haẏe yāvo,o amara haye yavo
23:82:5,23,82,5,māṭi,mati
23:82:6,23,82,6,o hār̤a,o hara
23:82:7,23,82,7,ki niścaẏai āmarā,ki niscayai amara
23:82:8,23,82,8,avaśyai utthita haveā,avasyai utthita havea
23:82:9,23,82,9,(82),(82)
23:83:1,23,83,1,niścaẏai,niscayai
23:83:2,23,83,2,pratiśruti deẏā haẏeche,pratisruti deya hayeche
23:83:3,23,83,3,āmarā (āmāderake),amara (amaderake)
23:83:4,23,83,4,o āmādera pūrva puruṣaderake,o amadera purva purusaderake
23:83:5,23,83,5,eṭā,eta
23:83:6,23,83,6,theke,theke
23:83:7,23,83,7,itipūrva,itipurva
23:83:8,23,83,8,naẏa,naya
23:83:9,23,83,9,eṭā,eta
23:83:10,23,83,10,e chār̤ā,e chara
23:83:11,23,83,11,upakathā,upakatha
23:83:12,23,83,12,"pūrvavartīdera""","purvavartidera"""
23:83:13,23,83,13,(83),(83)
23:84:1,23,84,1,valo,valo
23:84:2,23,84,2,"""janye kāra (mālikānāẏa)","""janye kara (malikanaya)"
23:84:3,23,84,3,(ei) pṛthivī,(ei) prthivi
23:84:4,23,84,4,o yā kichu (āche),o ya kichu (ache)
23:84:5,23,84,5,tāra madhye,tara madhye
23:84:6,23,84,6,yadi,yadi
23:84:7,23,84,7,(tomarā),(tomara)
23:84:8,23,84,8,"tomarā jene thākeā""","tomara jene thakea"""
23:84:9,23,84,9,(84),(84)
23:85:1,23,85,1,acirei tārā valave,acirei tara valave
23:85:2,23,85,2,"""janye āllāhrai""","""janye allahrai"""
23:85:3,23,85,3,valeā,valea
23:85:4,23,85,4,"""ki tavuo nā","""ki tavuo na"
23:85:5,23,85,5,"tomarā śikṣā nive""","tomara siksa nive"""
23:85:6,23,85,6,(85),(85)
23:86:1,23,86,1,valo,valo
23:86:2,23,86,2,"""ke","""ke"
23:86:3,23,86,3,rava,rava
23:86:4,23,86,4,ākāśera,akasera
23:86:5,23,86,5,sāta,sata
23:86:6,23,86,6,o rava,o rava
23:86:7,23,86,7,āraśera,arasera
23:86:8,23,86,8,"mahāna""","mahana"""
23:86:9,23,86,9,(86),(86)
23:87:1,23,87,1,tārā valave,tara valave
23:87:2,23,87,2,"""janye āllāhara (uluhiẏāta)""","""janye allahara (uluhiyata)"""
23:87:3,23,87,3,valo,valo
23:87:4,23,87,4,"""ki tavuo nā","""ki tavuo na"
23:87:5,23,87,5,"tomarā bhaẏa karave""","tomara bhaya karave"""
23:87:6,23,87,6,(87),(87)
23:88:1,23,88,1,valo,valo
23:88:2,23,88,2,ke (emana),ke (emana)
23:88:3,23,88,3,yāra hāte (raẏeche),yara hate (rayeche)
23:88:4,23,88,4,kartṛtva,kartrtva
23:88:5,23,88,5,sava,sava
23:88:6,23,88,6,kichura,kichura
23:88:7,23,88,7,evaṃ tinii,evam tinii
23:88:8,23,88,8,āśraẏa dena,asraya dena
23:88:9,23,88,9,athaca nā,athaca na
23:88:10,23,88,10,āśraẏa dite pāre keu,asraya dite pare keu
23:88:11,23,88,11,tā~ra vipakṣe,ta~ra vipakse
23:88:12,23,88,12,yadi,yadi
23:88:13,23,88,13,tomarā thākeā,tomara thakea
23:88:14,23,88,14,"tomarā jene""","tomara jene"""
23:88:15,23,88,15,(88),(88)
23:89:1,23,89,1,acirei tārā valave,acirei tara valave
23:89:2,23,89,2,"""janye āllāhrai""","""janye allahrai"""
23:89:3,23,89,3,valo,valo
23:89:4,23,89,4,"""tāha'le kothā (ha'te)","""taha'le kotha (ha'te)"
23:89:5,23,89,5,"tomāderake jādu karā hacche""","tomaderake jadu kara hacche"""
23:89:6,23,89,6,(89),(89)
23:90:1,23,90,1,varaṃ,varam
23:90:2,23,90,2,āmarā esechi tādera kāche,amara esechi tadera kache
23:90:3,23,90,3,niẏe mahāsatyake,niye mahasatyake
23:90:4,23,90,4,āra niścaẏai tārā,ara niscayai tara
23:90:5,23,90,5,avaśyai mithyāvādī,avasyai mithyavadi
23:90:6,23,90,6,(90),(90)
23:91:1,23,91,1,ni,ni
23:91:2,23,91,2,grahaṇa karena,grahana karena
23:91:3,23,91,3,āllāha,allaha
23:91:4,23,91,4,(kāuke) kona,(kauke) kona
23:91:5,23,91,5,santāna (hiseve),santana (hiseve)
23:91:6,23,91,6,āra nā,ara na
23:91:7,23,91,7,chilo (śarīka),chilo (sarika)
23:91:8,23,91,8,tā~ra sāthe,ta~ra sathe
23:91:9,23,91,9,kona,kona
23:91:10,23,91,10,ilāhara,ilahara
23:91:11,23,91,11,yadi hato (tave),yadi hato (tave)
23:91:12,23,91,12,avaśyai niẏe yeto,avasyai niye yeto
23:91:13,23,91,13,pratyeka,pratyeka
23:91:14,23,91,14,ilāha,ilaha
23:91:15,23,91,15,aisava yā kichu,aisava ya kichu
23:91:16,23,91,16,se sṛṣṭi kareche,se srsti kareche
23:91:17,23,91,17,o prādhānya vistāra karateā,o pradhanya vistara karatea
23:91:18,23,91,18,tādera eke,tadera eke
23:91:19,23,91,19,upara,upara
23:91:20,23,91,20,aparera,aparera
23:91:21,23,91,21,pavitra,pavitra
23:91:22,23,91,22,āllāh,allah
23:91:23,23,91,23,(tā) ha'te yā,(ta) ha'te ya
23:91:24,23,91,24,tārā racanā kare,tara racana kare
23:91:25,23,91,25,(91),(91)
23:92:1,23,92,1,avahita,avahita
23:92:2,23,92,2,adṛśyera,adrsyera
23:92:3,23,92,3,o dṛśyera,o drsyera
23:92:4,23,92,4,ataeva tini urddhe,ataeva tini urddhe
23:92:5,23,92,5,tā ha'te yā kichu,ta ha'te ya kichu
23:92:6,23,92,6,tārā śarīka karache,tara sarika karache
23:92:7,23,92,7,(92),(92)
23:93:1,23,93,1,valo (doẏā kareā),valo (doya karea)
23:93:2,23,93,2,"""he āmāra rava","""he amara rava"
23:93:3,23,93,3,yadi,yadi
23:93:4,23,93,4,āmāke dekhāo,amake dekhao
23:93:5,23,93,5,yā,ya
23:93:6,23,93,6,tādera pratiśruti deẏā hacche,tadera pratisruti deya hacche
23:93:7,23,93,7,(93),(93)
23:94:1,23,94,1,he āmāra rava,he amara rava
23:94:2,23,94,2,tave nā,tave na
23:94:3,23,94,3,āmāke karo tumi,amake karo tumi
23:94:4,23,94,4,antarbhukta,antarbhukta
23:94:5,23,94,5,sampradāẏera,sampradayera
23:94:6,23,94,6,"sīmālaṅghanakārī""","simalanghanakari"""
23:94:7,23,94,7,(94),(94)
23:95:1,23,95,1,evaṃ niścaẏai āmarā,evam niscayai amara
23:95:2,23,95,2,ekṣetre,eksetre
23:95:3,23,95,3,ye,ye
23:95:4,23,95,4,tomāke dekhāvo āmarā,tomake dekhavo amara
23:95:5,23,95,5,yā,ya
23:95:6,23,95,6,āmarā pratiśruti diẏechi tāderake,amara pratisruti diyechi taderake
23:95:7,23,95,7,avaśyai (tā dekhāte) sakṣama,avasyai (ta dekhate) saksama
23:95:8,23,95,8,(95),(95)
23:96:1,23,96,1,pratihata karo,pratihata karo
23:96:2,23,96,2,diẏe tā,diye ta
23:96:3,23,96,3,yā,ya
23:96:4,23,96,4,uttama,uttama
23:96:5,23,96,5,mandera (mokāvilāẏa),mandera (mokavilaya)
23:96:6,23,96,6,āmarā,amara
23:96:7,23,96,7,khuva jāni,khuva jani
23:96:8,23,96,8,ai viṣaẏa yā,ai visaya ya
23:96:9,23,96,9,tārā varṇanā kare,tara varnana kare
23:96:10,23,96,10,(96),(96)
23:97:1,23,97,1,evaṃ valo (du'ā karo),evam valo (du'a karo)
23:97:2,23,97,2,"""he āmāra rava","""he amara rava"
23:97:3,23,97,3,āmi āśraẏa cāi,ami asraya cai
23:97:4,23,97,4,tomāra nikaṭa,tomara nikata
23:97:5,23,97,5,ha'te,ha'te
23:97:6,23,97,6,prarocanā,prarocana
23:97:7,23,97,7,śaẏatānadera,sayatanadera
23:97:8,23,97,8,(97),(97)
23:98:1,23,98,1,o āśraẏa cāi āmi,o asraya cai ami
23:98:2,23,98,2,nikaṭa tomāra,nikata tomara
23:98:3,23,98,3,he āmāra rava,he amara rava
23:98:4,23,98,4,ye,ye
23:98:5,23,98,5,"āmāra nikaṭa (śaẏatāna) upasthita have""","amara nikata (sayatana) upasthita have"""
23:98:6,23,98,6,(98),(98)
23:99:1,23,99,1,śeṣa paryanta,sesa paryanta
23:99:2,23,99,2,yakhana,yakhana
23:99:3,23,99,3,āsave,asave
23:99:4,23,99,4,kāro tādera,karo tadera
23:99:5,23,99,5,mṛtyu,mrtyu
23:99:6,23,99,6,se valave,se valave
23:99:7,23,99,7,"""he āmāra rava","""he amara rava"
23:99:8,23,99,8,āmāke pherata pāṭhāo,amake pherata pathao
23:99:9,23,99,9,(99),(99)
23:100:1,23,100,1,yāte āmi,yate ami
23:100:2,23,100,2,kāja kari,kaja kari
23:100:3,23,100,3,sat,sat
23:100:4,23,100,4,(tāra) madhye yā,(tara) madhye ya
23:100:5,23,100,5,"āmi cher̤e esechi""","ami chere esechi"""
23:100:6,23,100,6,kakhanao nā,kakhanao na
23:100:7,23,100,7,niścaẏai tā,niscayai ta
23:100:8,23,100,8,ekaṭi kathā (mātra),ekati katha (matra)
23:100:9,23,100,9,se,se
23:100:10,23,100,10,yāra uktikārī,yara uktikari
23:100:11,23,100,11,evaṃ theke,evam theke
23:100:12,23,100,12,tādera pichane (āche),tadera pichane (ache)
23:100:13,23,100,13,antarāẏa,antaraya
23:100:14,23,100,14,paryanta,paryanta
23:100:15,23,100,15,sedina (yedina),sedina (yedina)
23:100:16,23,100,16,tārā utthita have,tara utthita have
23:100:17,23,100,17,(100),(100)
23:101:1,23,101,1,ataḥpara yakhana,atahpara yakhana
23:101:2,23,101,2,phu~ deẏā have,phu~ deya have
23:101:3,23,101,3,madhye,madhye
23:101:4,23,101,4,śiṅgāra,singara
23:101:5,23,101,5,takhana nā,takhana na
23:101:6,23,101,6,ātmīẏatāra vandhana (thākave),atmiyatara vandhana (thakave)
23:101:7,23,101,7,mājhe tādera,majhe tadera
23:101:8,23,101,8,sedina,sedina
23:101:9,23,101,9,āra nā,ara na
23:101:10,23,101,10,tārā paraspare kho~jakhavara karave,tara paraspare kho~jakhavara karave
23:101:11,23,101,11,(101),(101)
23:102:1,23,102,1,ataḥpara yāra,atahpara yara
23:102:2,23,102,2,bhārī have,bhari have
23:102:3,23,102,3,tāra pāllā,tara palla
23:102:4,23,102,4,takhana aisavaloka,takhana aisavaloka
23:102:5,23,102,5,tārāi,tarai
23:102:6,23,102,6,saphalakāma (have),saphalakama (have)
23:102:7,23,102,7,(102),(102)
23:103:1,23,103,1,āra yāra,ara yara
23:103:2,23,103,2,hālakā have,halaka have
23:103:3,23,103,3,tāra pāllā,tara palla
23:103:4,23,103,4,ataḥpara aisavaloka (have),atahpara aisavaloka (have)
23:103:5,23,103,5,(tārāi) yārā,(tarai) yara
23:103:6,23,103,6,kṣatigrasta kareche,ksatigrasta kareche
23:103:7,23,103,7,tādera nijederake,tadera nijederake
23:103:8,23,103,8,madhye,madhye
23:103:9,23,103,9,jāhānnāmera,jahannamera
23:103:10,23,103,10,tārā cirasthāẏī have (sekhāne),tara cirasthayi have (sekhane)
23:103:11,23,103,11,(103),(103)
23:104:1,23,104,1,jvāliẏe dive,jvaliye dive
23:104:2,23,104,2,tādera mukhamanḍalake,tadera mukhamandalake
23:104:3,23,104,3,āguna,aguna
23:104:4,23,104,4,āra tārā,ara tara
23:104:5,23,104,5,tāra madhye,tara madhye
23:104:6,23,104,6,vībhatsa have (cehārāẏa),vibhatsa have (ceharaya)
23:104:7,23,104,7,(104),(104)
23:105:1,23,105,1,"""(valā have) ki nā","""(vala have) ki na"
23:105:2,23,105,2,"""hacchila","""hacchila"
23:105:3,23,105,3,āmāra āẏātaguloke,amara ayataguloke
23:105:4,23,105,4,tilāoẏāta karā hato,tilaoyata kara hato
23:105:5,23,105,5,tomādera nikaṭa,tomadera nikata
23:105:6,23,105,6,takhana tomarā chile,takhana tomara chile
23:105:7,23,105,7,"samparke tā""","samparke ta"""
23:105:8,23,105,8,"mithyāropa karate""","mithyaropa karate"""
23:105:9,23,105,9,(105),(105)
23:106:1,23,106,1,tārā valave,tara valave
23:106:2,23,106,2,"""he āmāra rava","""he amara rava"
23:106:3,23,106,3,vijaẏa lābha karechilo,vijaya labha karechilo
23:106:4,23,106,4,upara āmādera,upara amadera
23:106:5,23,106,5,āmādera durbhāgya,amadera durbhagya
23:106:6,23,106,6,evaṃ āmarā chilāma,evam amara chilama
23:106:7,23,106,7,jāti,jati
23:106:8,23,106,8,pathabhraṣṭa,pathabhrasta
23:106:9,23,106,9,(106),(106)
23:107:1,23,107,1,he āmāra rava,he amara rava
23:107:2,23,107,2,āmāderake vera kare dāo,amaderake vera kare dao
23:107:3,23,107,3,tā ha'te,ta ha'te
23:107:4,23,107,4,ataḥpara yadi,atahpara yadi
23:107:5,23,107,5,āmarā punarāẏa kari,amara punaraya kari
23:107:6,23,107,6,tave āmarā niścaẏai,tave amara niscayai
23:107:7,23,107,7,"sīmālaṅghanakārī (pramāṇita havo)""","simalanghanakari (pramanita havo)"""
23:107:8,23,107,8,(107),(107)
23:108:1,23,108,1,tini valavena,tini valavena
23:108:2,23,108,2,"""par̤e thāko apadasha haẏe","""pare thako apadasha haye"
23:108:3,23,108,3,tāra madhye,tara madhye
23:108:4,23,108,4,evaṃ nā,evam na
23:108:5,23,108,5,āmāra sāthe tomarā kathā valave,amara sathe tomara katha valave
23:108:6,23,108,6,(108),(108)
23:109:1,23,109,1,niścaẏai,niscayai
23:109:2,23,109,2,chilo,chilo
23:109:3,23,109,3,ekadala,ekadala
23:109:4,23,109,4,madhye,madhye
23:109:5,23,109,5,āmāra dāsadera,amara dasadera
23:109:6,23,109,6,(yārā) valateā,(yara) valatea
23:109:7,23,109,7,"""he āmādera rava","""he amadera rava"
23:109:8,23,109,8,āmarā īmāna enechi,amara imana enechi
23:109:9,23,109,9,tāi kṣamā karo,tai ksama karo
23:109:10,23,109,10,āmāderake,amaderake
23:109:11,23,109,11,o āmādera upara daẏā kareā,o amadera upara daya karea
23:109:12,23,109,12,āra tumii,ara tumii
23:109:13,23,109,13,ati uttama,ati uttama
23:109:14,23,109,14,daẏākārīdera,dayakaridera
23:109:15,23,109,15,(109),(109)
23:110:1,23,110,1,takhana tomarā grahaṇa karechile tāderake,takhana tomara grahana karechile taderake
23:110:2,23,110,2,ṭhāṭṭāra pātrarūpe,thattara patrarupe
23:110:3,23,110,3,emanaki (tā),emanaki (ta)
23:110:4,23,110,4,tomāderake bhuliẏe diẏechilo,tomaderake bhuliye diyechilo
23:110:5,23,110,5,āmāra smaraṇa,amara smarana
23:110:6,23,110,6,āra tomarā chile,ara tomara chile
23:110:7,23,110,7,sāthe tādera,sathe tadera
23:110:8,23,110,8,ṭhāṭṭā-vidrupa karate,thatta-vidrupa karate
23:110:9,23,110,9,(110),(110)
23:111:1,23,111,1,niścaẏai āmi,niscayai ami
23:111:2,23,111,2,āmi puraskāra dilāma tāderake,ami puraskara dilama taderake
23:111:3,23,111,3,āja,aja
23:111:4,23,111,4,e kāraṇe ye,e karane ye
23:111:5,23,111,5,tārā dhairya dharechilo,tara dhairya dharechilo
23:111:6,23,111,6,(phala ei) ye tārā,(phala ei) ye tara
23:111:7,23,111,7,tārāi,tarai
23:111:8,23,111,8,saphalakāma (halo),saphalakama (halo)
23:111:9,23,111,9,(111),(111)
23:112:1,23,112,1,(āllāha) valavena,(allaha) valavena
23:112:2,23,112,2,"""kata (kāla)","""kata (kala)"
23:112:3,23,112,3,tomarā avasthāna karechile,tomara avasthana karechile
23:112:4,23,112,4,madhye,madhye
23:112:5,23,112,5,pṛthivīra,prthivira
23:112:6,23,112,6,hiseve,hiseve
23:112:7,23,112,7,"vacharera""","vacharera"""
23:112:8,23,112,8,(112),(112)
23:113:1,23,113,1,tārā valave,tara valave
23:113:2,23,113,2,"""āmarā avasthāna karechilāma","""amara avasthana karechilama"
23:113:3,23,113,3,ekadina,ekadina
23:113:4,23,113,4,athavā,athava
23:113:5,23,113,5,kichu aṃśa,kichu amsa
23:113:6,23,113,6,dinera,dinera
23:113:7,23,113,7,tave jijñesa karuna,tave jijnesa karuna
23:113:8,23,113,8,"gaṇanākārīderake""","gananakariderake"""
23:113:9,23,113,9,(113),(113)
23:114:1,23,114,1,(āllāha) valavena,(allaha) valavena
23:114:2,23,114,2,"""nā","""na"
23:114:3,23,114,3,avasthāna karechile tomarā,avasthana karechile tomara
23:114:4,23,114,4,e chār̤ā,e chara
23:114:5,23,114,5,alpa (kālai),alpa (kalai)
23:114:6,23,114,6,yadi,yadi
23:114:7,23,114,7,(emana hato) ye tomarā,(emana hato) ye tomara
23:114:8,23,114,8,tomarā chile,tomara chile
23:114:9,23,114,9,tomarā jānate,tomara janate
23:114:10,23,114,10,(114),(114)
23:115:1,23,115,1,ki tave tomarā mane karechile,ki tave tomara mane karechile
23:115:2,23,115,2,ye prakṛtapakṣe,ye prakrtapakse
23:115:3,23,115,3,tomāderake āmarā sṛṣṭi karechi,tomaderake amara srsti karechi
23:115:4,23,115,4,anarthaka,anarthaka
23:115:5,23,115,5,āra (eo vujhechile) ye tomarā,ara (eo vujhechile) ye tomara
23:115:6,23,115,6,āmādera kāche,amadera kache
23:115:7,23,115,7,nā,na
23:115:8,23,115,8,"tomarā pratyāvartita have""","tomara pratyavartita have"""
23:115:9,23,115,9,(115),(115)
23:116:1,23,116,1,ataeva mahāna śreṣṭha,ataeva mahana srestha
23:116:2,23,116,2,āllāha,allaha
23:116:3,23,116,3,(yini) adhipati,(yini) adhipati
23:116:4,23,116,4,prakṛta,prakrta
23:116:5,23,116,5,nei,nei
23:116:6,23,116,6,kona ilāha,kona ilaha
23:116:7,23,116,7,chār̤ā,chara
23:116:8,23,116,8,tini,tini
23:116:9,23,116,9,rava (mālika),rava (malika)
23:116:10,23,116,10,āraśera,arasera
23:116:11,23,116,11,maryādāvāna,maryadavana
23:116:12,23,116,12,(116),(116)
23:117:1,23,117,1,āra ye keu,ara ye keu
23:117:2,23,117,2,ḍākave,dakave
23:117:3,23,117,3,sāthe,sathe
23:117:4,23,117,4,āllāhara,allahara
23:117:5,23,117,5,ilāha (hiseve),ilaha (hiseve)
23:117:6,23,117,6,anya (kāuke),anya (kauke)
23:117:7,23,117,7,nei,nei
23:117:8,23,117,8,kona pramāṇa,kona pramana
23:117:9,23,117,9,janye tāra,janye tara
23:117:10,23,117,10,upara era,upara era
23:117:11,23,117,11,tave prakṛtapakṣe,tave prakrtapakse
23:117:12,23,117,12,tāra hiseva (have),tara hiseva (have)
23:117:13,23,117,13,kāche,kache
23:117:14,23,117,14,tāra ravera,tara ravera
23:117:15,23,117,15,niścaẏai,niscayai
23:117:16,23,117,16,nā,na
23:117:17,23,117,17,saphalakāma have,saphalakama have
23:117:18,23,117,18,kāphirarā,kaphirara
23:117:19,23,117,19,(117),(117)
23:118:1,23,118,1,āra (he nāvī) valeā,ara (he navi) valea
23:118:2,23,118,2,"""he āmāra rava","""he amara rava"
23:118:3,23,118,3,kṣamā karo,ksama karo
23:118:4,23,118,4,āra daẏā karo,ara daya karo
23:118:5,23,118,5,āra tumii,ara tumii
23:118:6,23,118,6,uttama,uttama
23:118:7,23,118,7,daẏākārīdera,dayakaridera
23:118:8,23,118,8,(118),(118)
24:1:1,24,1,1,(eṭā) ekaṭi sūrā,(eta) ekati sura
24:1:2,24,1,2,tā āmarā avatīrṇa karechi,ta amara avatirna karechi
24:1:3,24,1,3,o era (vidhānake) āmarā pharaja karechi,o era (vidhanake) amara pharaja karechi
24:1:4,24,1,4,evaṃ āmarā avatīrṇa karechi,evam amara avatirna karechi
24:1:5,24,1,5,tāra madhye,tara madhye
24:1:6,24,1,6,āyaātasamūha,ayaatasamuha
24:1:7,24,1,7,suspaṣṭa,suspasta
24:1:8,24,1,8,sambhavataḥ tomarā,sambhavatah tomara
24:1:9,24,1,9,upadeśa grahaṇa karave,upadesa grahana karave
24:1:10,24,1,10,(1),(1)
24:2:1,24,2,1,vyabhicāriṇī,vyabhicarini
24:2:2,24,2,2,o vyabhicārī,o vyabhicari
24:2:3,24,2,3,ataḥpara tomarā dorarā mārave,atahpara tomara dorara marave
24:2:4,24,2,4,pratyeka,pratyeka
24:2:5,24,2,5,ekajanake,ekajanake
24:2:6,24,2,6,tādera dujanāra madhya ha'te,tadera dujanara madhya ha'te
24:2:7,24,2,7,ekaśata,ekasata
24:2:8,24,2,8,dorarā,dorara
24:2:9,24,2,9,āra nā (yena),ara na (yena)
24:2:10,24,2,10,tomāderake prabhāvita kare,tomaderake prabhavita kare
24:2:11,24,2,11,prati tādera du'janera,prati tadera du'janera
24:2:12,24,2,12,dayaā anukampā,dayaa anukampa
24:2:13,24,2,13,vyāpāre,vyapare
24:2:14,24,2,14,dvīnera,dvinera
24:2:15,24,2,15,āllāhara,allahara
24:2:16,24,2,16,yadi,yadi
24:2:17,24,2,17,tomarā thāko,tomara thako
24:2:18,24,2,18,tomarā īmāna āno,tomara imana ano
24:2:19,24,2,19,prati āllāhara,prati allahara
24:2:20,24,2,20,o dinera,o dinera
24:2:21,24,2,21,śeṣa (prati),sesa (prati)
24:2:22,24,2,22,āra yena pratyakṣa kare,ara yena pratyaksa kare
24:2:23,24,2,23,du'janera śāsti tādera,du'janera sasti tadera
24:2:24,24,2,24,ekadala,ekadala
24:2:25,24,2,25,madhya ha'te,madhya ha'te
24:2:26,24,2,26,mu'minadera,mu'minadera
24:2:27,24,2,27,(2),(2)
24:3:1,24,3,1,vyabhicārī,vyabhicari
24:3:2,24,3,2,nā,na
24:3:3,24,3,3,viẏe karave (anya kāuke),viye karave (anya kauke)
24:3:4,24,3,4,chār̤ā,chara
24:3:5,24,3,5,vyabhicāriṇīke,vyabhicarinike
24:3:6,24,3,6,athavā,athava
24:3:7,24,3,7,muśarika nārīke,musarika narike
24:3:8,24,3,8,āra vyabhicāriṇī,ara vyabhicarini
24:3:9,24,3,9,nā,na
24:3:10,24,3,10,tāke viẏe karave (anya keu),take viye karave (anya keu)
24:3:11,24,3,11,chār̤ā,chara
24:3:12,24,3,12,vyabhicārī,vyabhicari
24:3:13,24,3,13,athavā,athava
24:3:14,24,3,14,muśarika,musarika
24:3:15,24,3,15,evaṃ niṣiddha karā halo,evam nisiddha kara halo
24:3:16,24,3,16,eṭā,eta
24:3:17,24,3,17,janye,janye
24:3:18,24,3,18,mu'minadera,mu'minadera
24:3:19,24,3,19,(3),(3)
24:4:1,24,4,1,evaṃ yārā,evam yara
24:4:2,24,4,2,apavāda deya,apavada deya
24:4:3,24,4,3,pavitra ramaṇīderake,pavitra ramaniderake
24:4:4,24,4,4,erapara,erapara
24:4:5,24,4,5,nā,na
24:4:6,24,4,6,tārā āse,tara ase
24:4:7,24,4,7,niẏe cārajana,niye carajana
24:4:8,24,4,8,sākṣī,saksi
24:4:9,24,4,9,takhana dorarā lāgāo tāderake,takhana dorara lagao taderake
24:4:10,24,4,10,āśi,asi
24:4:11,24,4,11,dorarā,dorara
24:4:12,24,4,12,āra nā,ara na
24:4:13,24,4,13,tomarā grahaṇa karave,tomara grahana karave
24:4:14,24,4,14,janye tādera (ha'te),janye tadera (ha'te)
24:4:15,24,4,15,sākṣya,saksya
24:4:16,24,4,16,kakhanao,kakhanao
24:4:17,24,4,17,evaṃ aisavaloka,evam aisavaloka
24:4:18,24,4,18,tārāi,tarai
24:4:19,24,4,19,satyatyāgī (phāseka),satyatyagi (phaseka)
24:4:20,24,4,20,(4),(4)
24:5:1,24,5,1,chār̤ā,chara
24:5:2,24,5,2,(tārā) yārā,(tara) yara
24:5:3,24,5,3,taovā kareche,taova kareche
24:5:4,24,5,4,theke,theke
24:5:5,24,5,5,para,para
24:5:6,24,5,6,era,era
24:5:7,24,5,7,o saṃśodhana kareche,o samsodhana kareche
24:5:8,24,5,8,tāha'le niścayai,taha'le niscayai
24:5:9,24,5,9,āllāha,allaha
24:5:10,24,5,10,kṣamāśīla,ksamasila
24:5:11,24,5,11,parama daẏālu,parama dayalu
24:5:12,24,5,12,(5),(5)
24:6:1,24,6,1,āra yārā,ara yara
24:6:2,24,6,2,apavāda deya,apavada deya
24:6:3,24,6,3,tādera strīderake,tadera striderake
24:6:4,24,6,4,āra nā,ara na
24:6:5,24,6,5,thāke,thake
24:6:6,24,6,6,tādera kāche,tadera kache
24:6:7,24,6,7,kona sākṣī,kona saksi
24:6:8,24,6,8,chār̤ā,chara
24:6:9,24,6,9,tādera nijedera,tadera nijedera
24:6:10,24,6,10,takhana sākṣya,takhana saksya
24:6:11,24,6,11,tādera ekajanera,tadera ekajanera
24:6:12,24,6,12,cāravāra,caravara
24:6:13,24,6,13,(kasama kheyae) sākṣya dive,(kasama kheyae) saksya dive
24:6:14,24,6,14,ye āllāhara (nāme),ye allahara (name)
24:6:15,24,6,15,niścayai se,niscayai se
24:6:16,24,6,16,avaśyai antarbhukta,avasyai antarbhukta
24:6:17,24,6,17,satyavādīdera,satyavadidera
24:6:18,24,6,18,(6),(6)
24:7:1,24,7,1,āra pañcamavāra (valave),ara pancamavara (valave)
24:7:2,24,7,2,ye,ye
24:7:3,24,7,3,abhiśāpa,abhisapa
24:7:4,24,7,4,āllāhara,allahara
24:7:5,24,7,5,tāra upara (paḍauka),tara upara (padauka)
24:7:6,24,7,6,yadi,yadi
24:7:7,24,7,7,se haya,se haya
24:7:8,24,7,8,antarbhukta,antarbhukta
24:7:9,24,7,9,mithyāvādīdera,mithyavadidera
24:7:10,24,7,10,(7),(7)
24:8:1,24,8,1,āra rahita have,ara rahita have
24:8:2,24,8,2,tāra (arthāt strīlokaṭi) ha'te,tara (arthat strilokati) ha'te
24:8:3,24,8,3,śāsti,sasti
24:8:4,24,8,4,(ebhāve) ye,(ebhave) ye
24:8:5,24,8,5,se śapatha kare sākṣya dive,se sapatha kare saksya dive
24:8:6,24,8,6,cāravāra,caravara
24:8:7,24,8,7,sākṣya,saksya
24:8:8,24,8,8,nāme āllāhara,name allahara
24:8:9,24,8,9,se (arthāt puruṣaṭi) niścayai,se (arthat purusati) niscayai
24:8:10,24,8,10,avaśyai antarbhukta,avasyai antarbhukta
24:8:11,24,8,11,mithyāvādīdera,mithyavadidera
24:8:12,24,8,12,(8),(8)
24:9:1,24,9,1,evaṃ pañcamavāra (valave),evam pancamavara (valave)
24:9:2,24,9,2,ye,ye
24:9:3,24,9,3,rāga (paḍauka),raga (padauka)
24:9:4,24,9,4,āllāhara,allahara
24:9:5,24,9,5,tāra (arthāt strīlokaṭira) upara,tara (arthat strilokatira) upara
24:9:6,24,9,6,yadi,yadi
24:9:7,24,9,7,(puruṣaṭi) haya,(purusati) haya
24:9:8,24,9,8,antarbhukta,antarbhukta
24:9:9,24,9,9,satyavādīdera,satyavadidera
24:9:10,24,9,10,(9),(9)
24:10:1,24,10,1,āra yadi nā (hato),ara yadi na (hato)
24:10:2,24,10,2,anugraha,anugraha
